num	premise	hypothesis	gold_label	template_num	time_format	time_span	category	aspect	cf
36	彼女 は 言い訳 を 考えて いた 。	彼女 は 現在 言い訳 を 考えて いる 。	neutral	2	None	None	現在（過去形）	継続主体動作特定時点成立	('考える', {'が': ['彼女'], 'を': ['言い訳']}, '継続主体動作特定時点成立')
37	子供 たち は 生涯 を 終えて いた 。	子供 たち は 現在 生涯 を 終えて いる 。	neutral	2	None	None	現在（過去形）	状態/瞬間	('終える', {'が': ['子供たち'], 'を': ['生涯']}, '状態/瞬間')
38	彼女 は 回復 力 を 高めて いた 。	彼女 は 現在 回復 力 を 高めて いる 。	neutral	2	None	None	現在（過去形）	状態/瞬間	('高める', {'が': ['彼女'], 'を': ['回復力']}, '状態/瞬間')
39	彼 は 相手 に 遣って いた 。	彼 は 現在 相手 に 遣って いる 。	neutral	2	None	None	現在（過去形）	状態/瞬間	('遣う', {'が': ['彼'], 'に': ['相手']}, '状態/瞬間')
40	母 は 壺 を 押して いた 。	母 は 現在 壺 を 押して いる 。	neutral	2	None	None	現在（過去形）	継続主体動作特定時点成立	('押す', {'が': ['母'], 'を': ['壺']}, '継続主体動作特定時点成立')
41	2001 年 以来 、 太郎 は 犯人 を 逮捕 して いる 。 現在 、 2008 年 である 。	太郎 は 2004 年 に は 犯人 を 逮捕 して いた 。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('逮捕する', {'が': ['太郎'], 'を': ['犯人']}, '状態/瞬間')
42	2001 年 以来 、 子供 たち は ひまわり を 植えて いる 。 現在 、 2020 年 である 。	子供 たち は 2018 年 に は ひまわり を 植えて いた 。	entailment	3	年	random	以来（テイタ形）	継続主体動作特定時点成立	('植える', {'が': ['子供たち'], 'を': ['ひまわり']}, '継続主体動作特定時点成立')
43	2001 年 以来 、 田中 は 行動 を 考えて いる 。 現在 、 2019 年 である 。	田中 は 2013 年 に は 行動 を 考えて いた 。	entailment	3	年	random	以来（テイタ形）	継続主体動作特定時点成立	('考える', {'が': ['田中'], 'を': ['行動']}, '継続主体動作特定時点成立')
44	2000 年 以来 、 父 は 伴って いる 。 現在 、 2012 年 である 。	父 は 2004 年 に は 伴って いた 。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('伴う', {'が': ['父', '母', '私']}, '状態/瞬間')
45	2004 年 以来 、 山田 さん は サッカー に 堪って いる 。 現在 、 2013 年 である 。	山田 さん は 2005 年 に は サッカー に 堪って いた 。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('堪る', {'が': ['山田さん'], 'に': ['サッカー']}, '状態/瞬間')
46	2006 年 以来 、 彼 は 不安 を 煽って いる 。 現在 、 2016 年 である 。	彼 は 2014 年 に は 不安 を 煽って いた 。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('煽る', {'が': ['彼'], 'を': ['不安']}, '状態/瞬間')
47	2005 年 以来 、 料理 人 は 野菜 を 調理 して いる 。 現在 、 2020 年 である 。	料理 人 は 2009 年 に は 野菜 を 調理 して いた 。	entailment	3	年	random	以来（テイタ形）	継続主体動作特定時点成立	('調理する', {'が': ['料理人'], 'を': ['野菜']}, '継続主体動作特定時点成立')
48	2006 年 以来 、 花子 は 頬 を 滑って いる 。 現在 、 2011 年 である 。	花子 は 2009 年 に は 頬 を 滑って いた 。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('滑る', {'が': ['花子'], 'を': ['頬']}, '状態/瞬間')
49	2002 年 以来 、 私 は 友達 を 呼んで いる 。 現在 、 2018 年 である 。	私 は 2015 年 に は 友達 を 呼んで いた 。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('呼ぶ', {'が': ['私'], 'を': ['友達']}, '状態/瞬間')
50	2001 年 以来 、 山田 さん は ロケット を 打ち上げて いる 。 現在 、 2014 年 である 。	山田 さん は 2011 年 に は ロケット を 打ち上げて いた 。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('打ち上げる', {'が': ['山田さん'], 'を': ['ロケット']}, '状態/瞬間')
51	2002 年 以来 、 子供 は 手 を 差し伸べて いる 。 現在 、 2016 年 である 。	子供 は 2012 年 に は 手 を 差し伸べて いた 。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('差し伸べる', {'が': ['子供'], 'を': ['手']}, '状態/瞬間')
52	2000 年 以来 、 市 議会 は 条例 案 を 否決 して いる 。 現在 、 2016 年 である 。	市 議会 は 2015 年 に は 条例 案 を 否決 して いた 。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('否決する', {'が': ['市議会'], 'を': ['条例案']}, '状態/瞬間')
53	2000 年 以来 、 結太 は 寝汗 を 掻いて いる 。 現在 、 2018 年 である 。	結太 は 2004 年 に は 寝汗 を 掻いて いた 。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('掻く', {'が': ['結太'], 'を': ['寝汗']}, '状態/瞬間')
54	2004 年 以来 、 太郎 は 気 に 掛かって いる 。 現在 、 2014 年 である 。	太郎 は 2012 年 に は 気 に 掛かって いた 。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('掛かる', {'が': ['太郎'], 'に': ['気']}, '状態/瞬間')
55	2004 年 以来 、 田中 さん は 元気 を 頂いて いる 。 現在 、 2019 年 である 。	田中 さん は 2016 年 に は 元気 を 頂いて いた 。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('頂く', {'が': ['田中さん'], 'を': ['元気']}, '状態/瞬間')
56	2002 年 以来 、 田中 さん は 温度 を 検出 して いる 。 現在 、 2007 年 である 。	田中 さん は 2004 年 に は 温度 を 検出 して いた 。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('検出する', {'が': ['田中さん'], 'を': ['温度']}, '状態/瞬間')
57	2004 年 以来 、 太郎 は 全身 を 包んで いる 。 現在 、 2019 年 である 。	太郎 は 2018 年 に は 全身 を 包んで いた 。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('包む', {'が': ['太郎', '花子'], 'を': ['全身']}, '状態/瞬間')
58	2000 年 以来 、 ジョン は 映画 館 に 出掛けて いる 。 現在 、 2009 年 である 。	ジョン は 2002 年 に は 映画 館 に 出掛けて いた 。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('出掛ける', {'が': ['ジョン'], 'に': ['映画館']}, '状態/瞬間')
59	2003 年 以来 、 大人 は 溜まって いる 。 現在 、 2015 年 である 。	大人 は 2005 年 に は 溜まって いた 。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('溜まる', {'が': ['大人', '老人', '子供']}, '状態/瞬間')
60	2010 年 以来 、 尖閣諸島 は 無人 島 に 上陸 して いる 。 現在 、 2019 年 である 。	尖閣諸島 は 2016 年 に は 無人 島 に 上陸 して いた 。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('上陸する', {'が': ['尖閣諸島'], 'に': ['無人島']}, '状態/瞬間')
61	2012 年 以来 、 山田 さん は 左 を 向いて いる 。 現在 、 2019 年 である 。	山田 さん は 2011 年 に は 左 を 向いて いた 。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('向く', {'が': ['山田さん'], 'を': ['左']}, '状態/瞬間')
62	2012 年 以来 、 髪 は 彼女 の 視線 を 揺らして いる 。 現在 、 2013 年 である 。	髪 は 2000 年 に は 彼女 の 視線 を 揺らして いた 。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('揺らす', {'が': ['髪'], 'を': ['彼女の視線']}, '状態/瞬間')
63	2015 年 以来 、 ロボット は 駆動 部 に 出力 して いる 。 現在 、 2019 年 である 。	ロボット は 2012 年 に は 駆動 部 に 出力 して いた 。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('出力する', {'が': ['ロボット'], 'に': ['駆動部']}, '状態/瞬間')
64	2005 年 以来 、 彼 は 背中 を 伝って いる 。 現在 、 2006 年 である 。	彼 は 2002 年 に は 背中 を 伝って いた 。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('伝う', {'が': ['彼'], 'を': ['背中']}, '状態/瞬間')
65	2012 年 以来 、 彼 は 声 を 拾って いる 。 現在 、 2020 年 である 。	彼 は 2000 年 に は 声 を 拾って いた 。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('拾う', {'が': ['彼'], 'を': ['声']}, '状態/瞬間')
66	2010 年 以来 、 友達 は 週 末 を 迎えて いる 。 現在 、 2014 年 である 。	友達 は 2000 年 に は 週 末 を 迎えて いた 。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('迎える', {'が': ['友達'], 'を': ['週末']}, '状態/瞬間')
67	2007 年 以来 、 彼 は 事実 を 報道 して いる 。 現在 、 2008 年 である 。	彼 は 2001 年 に は 事実 を 報道 して いた 。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('報道する', {'が': ['彼'], 'を': ['事実']}, '状態/瞬間')
68	2007 年 以来 、 スタッフ は 移転 して いる 。 現在 、 2017 年 である 。	スタッフ は 2002 年 に は 移転 して いた 。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('移転する', {'が': ['スタッフ', '学生', '教師']}, '状態/瞬間')
69	2015 年 以来 、 山下 は 審議 会 を 代表 して いる 。 現在 、 2018 年 である 。	山下 は 2001 年 に は 審議 会 を 代表 して いた 。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('代表する', {'が': ['山下'], 'を': ['審議会']}, '状態/瞬間')
70	2011 年 以来 、 私 は ストレス を 解消 して いる 。 現在 、 2015 年 である 。	私 は 2005 年 に は ストレス を 解消 して いた 。	neutral	3	年	random	以来（テイタ形）	継続主体動作特定時点成立	('解消する', {'が': ['私'], 'を': ['ストレス']}, '継続主体動作特定時点成立')
71	2005 年 以来 、 田中 さん は 営業 所 を 構えて いる 。 現在 、 2018 年 である 。	田中 さん は 2001 年 に は 営業 所 を 構えて いた 。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('構える', {'が': ['田中さん'], 'を': ['営業所']}, '状態/瞬間')
72	2014 年 以来 、 彼女 は 憎しみ を 抱いて いる 。 現在 、 2018 年 である 。	彼女 は 2003 年 に は 憎しみ を 抱いて いた 。	neutral	3	年	random	以来（テイタ形）	継続主体変化	('抱く', {'が': ['彼女', '私', '彼'], 'を': ['憎しみ']}, '継続主体変化')
73	2009 年 以来 、 山田 さん は 商社 に 入社 して いる 。 現在 、 2015 年 である 。	山田 さん は 2003 年 に は 商社 に 入社 して いた 。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('入社する', {'が': ['山田さん'], 'に': ['商社']}, '状態/瞬間')
74	2004 年 以来 、 私 は 赤ちゃん の 顔 を 包んで いる 。 現在 、 2019 年 である 。	私 は 2003 年 に は 赤ちゃん の 顔 を 包んで いた 。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('包む', {'が': ['私'], 'を': ['赤ちゃんの顔']}, '状態/瞬間')
75	2002 年 以来 、 先生 は 元気 を 皆さん に 頂いて いる 。 現在 、 2003 年 である 。	先生 は 2000 年 に は 元気 を 皆さん に 頂いて いた 。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('頂く', {'が': ['先生'], 'に': ['皆さん'], 'を': ['元気']}, '状態/瞬間')
76	2006 年 以来 、 私 は 仕事 を 休んで いる 。 現在 、 2009 年 である 。	私 は 2005 年 に は 仕事 を 休んで いた 。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('休む', {'が': ['私'], 'を': ['仕事']}, '状態/瞬間')
77	2011 年 以来 、 友達 は 冗談 を 仰って いる 。 現在 、 2013 年 である 。	友達 は 2005 年 に は 冗談 を 仰って いた 。	neutral	3	年	random	以来（テイタ形）	継続主体動作特定時点成立	('仰る', {'が': ['友達'], 'を': ['冗談']}, '継続主体動作特定時点成立')
78	2015 年 以来 、 太郎 は 事業 を 引き継いで いる 。 現在 、 2020 年 である 。	太郎 は 2000 年 に は 事業 を 引き継いで いた 。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('引き継ぐ', {'が': ['太郎'], 'を': ['事業']}, '状態/瞬間')
79	2006 年 以来 、 私 たち は 不満 を 訴えて いる 。 現在 、 2019 年 である 。	私 たち は 2002 年 に は 不満 を 訴えて いた 。	neutral	3	年	random	以来（テイタ形）	継続主体動作特定時点成立	('訴える', {'が': ['私たち'], 'を': ['不満']}, '継続主体動作特定時点成立')
80	2016 年 以来 、 ミドリ は ブロック に 移って いる 。 現在 、 2020 年 である 。	ミドリ は 2011 年 に は ブロック に 移って いた 。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('移る', {'が': ['ミドリ'], 'に': ['ブロック']}, '状態/瞬間')
81	2015 年 以来 、 日本 は 満点 を 獲得 して いる 。 現在 、 2019 年 である 。	日本 は 2016 年 に は 満点 を 獲得 して いた 。	entailment	3	年	short	以来（テイタ形）	状態/瞬間	('獲得する', {'が': ['日本'], 'を': ['満点']}, '状態/瞬間')
82	2015 年 以来 、 彼女 は 障害 者 を 雇って いる 。 現在 、 2019 年 である 。	彼女 は 2018 年 に は 障害 者 を 雇って いた 。	entailment	3	年	short	以来（テイタ形）	状態/瞬間	('雇う', {'が': ['彼女'], 'を': ['障害者']}, '状態/瞬間')
83	2012 年 以来 、 太郎 は 暴言 を 吐いて いる 。 現在 、 2016 年 である 。	太郎 は 2015 年 に は 暴言 を 吐いて いた 。	entailment	3	年	short	以来（テイタ形）	状態/瞬間	('吐く', {'が': ['太郎'], 'を': ['暴言']}, '状態/瞬間')
84	2003 年 以来 、 龍馬 は 時代 を 斬って いる 。 現在 、 2006 年 である 。	龍馬 は 2005 年 に は 時代 を 斬って いた 。	entailment	3	年	short	以来（テイタ形）	状態/瞬間	('斬る', {'が': ['龍馬'], 'を': ['時代']}, '状態/瞬間')
85	2011 年 以来 、 教師 は 免許 を 与えて いる 。 現在 、 2015 年 である 。	教師 は 2013 年 に は 免許 を 与えて いた 。	entailment	3	年	short	以来（テイタ形）	状態/瞬間	('与える', {'が': ['教師'], 'を': ['免許']}, '状態/瞬間')
86	2004 年 以来 、 学生 たち は 実際 に 発表 を 行って いる 。 現在 、 2008 年 である 。	学生 たち は 2006 年 に は 実際 に 発表 を 行って いた 。	entailment	3	年	short	以来（テイタ形）	状態/瞬間	('行う', {'が': ['学生たち'], 'を': ['実際に発表']}, '状態/瞬間')
87	2007 年 以来 、 太郎 は 落として いる 。 現在 、 2010 年 である 。	太郎 は 2008 年 に は 落として いた 。	entailment	3	年	short	以来（テイタ形）	状態/瞬間	('落とす', {'が': ['太郎', '山田さん', '花子']}, '状態/瞬間')
88	2012 年 以来 、 先生 は 計算 の 方法 を 伝授 して いる 。 現在 、 2016 年 である 。	先生 は 2013 年 に は 計算 の 方法 を 伝授 して いた 。	entailment	3	年	short	以来（テイタ形）	状態/瞬間	('伝授する', {'が': ['先生'], 'を': ['計算の方法']}, '状態/瞬間')
89	2003 年 以来 、 猫 は 手 に 掻いて いる 。 現在 、 2005 年 である 。	猫 は 2004 年 に は 手 に 掻いて いた 。	entailment	3	年	short	以来（テイタ形）	状態/瞬間	('掻く', {'が': ['猫'], 'に': ['手']}, '状態/瞬間')
90	2004 年 以来 、 子供 は ほほ を 伝って いる 。 現在 、 2009 年 である 。	子供 は 2008 年 に は ほほ を 伝って いた 。	entailment	3	年	short	以来（テイタ形）	状態/瞬間	('伝う', {'が': ['子供'], 'を': ['ほほ']}, '状態/瞬間')
91	2009 年 以来 、 彼女 は 愛情 を 抱いて いる 。 現在 、 2012 年 である 。	彼女 は 2010 年 に は 愛情 を 抱いて いた 。	entailment	3	年	short	以来（テイタ形）	継続主体変化	('抱く', {'が': ['彼女', '彼', '太郎'], 'を': ['愛情']}, '継続主体変化')
92	2008 年 以来 、 私 は 目 を 見開いて いる 。 現在 、 2012 年 である 。	私 は 2010 年 に は 目 を 見開いて いた 。	entailment	3	年	short	以来（テイタ形）	状態/瞬間	('見開く', {'が': ['私'], 'を': ['目']}, '状態/瞬間')
93	2002 年 以来 、 学生 は 料金 に 掛かって いる 。 現在 、 2006 年 である 。	学生 は 2005 年 に は 料金 に 掛かって いた 。	entailment	3	年	short	以来（テイタ形）	状態/瞬間	('掛かる', {'が': ['学生'], 'に': ['料金']}, '状態/瞬間')
94	2000 年 以来 、 お 客 様 は 部屋 に いらっしゃって いる 。 現在 、 2004 年 である 。	お 客 様 は 2002 年 に は 部屋 に いらっしゃって いた 。	entailment	3	年	short	以来（テイタ形）	継続主体動作特定時点成立	('いらっしゃる', {'が': ['お客様'], 'に': ['部屋']}, '継続主体動作特定時点成立')
95	2002 年 以来 、 佐藤 は ホームラン を 放って いる 。 現在 、 2005 年 である 。	佐藤 は 2004 年 に は ホームラン を 放って いた 。	entailment	3	年	short	以来（テイタ形）	状態/瞬間	('放つ', {'が': ['佐藤'], 'を': ['ホームラン']}, '状態/瞬間')
96	2000 年 以来 、 病気 は 心 を 切り裂いて いる 。 現在 、 2005 年 である 。	病気 は 2001 年 に は 心 を 切り裂いて いた 。	entailment	3	年	short	以来（テイタ形）	状態/瞬間	('切り裂く', {'が': ['病気'], 'を': ['心']}, '状態/瞬間')
97	2014 年 以来 、 幸せ は 恋人 の 顔 に 溢れて いる 。 現在 、 2019 年 である 。	幸せ は 2017 年 に は 恋人 の 顔 に 溢れて いた 。	entailment	3	年	short	以来（テイタ形）	状態/瞬間	('溢れる', {'に': ['恋人の顔'], 'が': ['幸せ']}, '状態/瞬間')
98	2014 年 以来 、 彼女 は 犬 を 叱って いる 。 現在 、 2016 年 である 。	彼女 は 2015 年 に は 犬 を 叱って いた 。	entailment	3	年	short	以来（テイタ形）	状態/瞬間	('叱る', {'が': ['彼女'], 'を': ['犬']}, '状態/瞬間')
99	2007 年 以来 、 彼女 は 顔 を なぞって いる 。 現在 、 2009 年 である 。	彼女 は 2008 年 に は 顔 を なぞって いた 。	entailment	3	年	short	以来（テイタ形）	状態/瞬間	('なぞる', {'が': ['彼女'], 'を': ['顔']}, '状態/瞬間')
100	2013 年 以来 、 日本 は 演出 を 盛り上げて いる 。 現在 、 2015 年 である 。	日本 は 2014 年 に は 演出 を 盛り上げて いた 。	entailment	3	年	short	以来（テイタ形）	状態/瞬間	('盛り上げる', {'が': ['日本'], 'を': ['演出']}, '状態/瞬間')
101	2018 年 以来 、 太郎 は 購入 して いる 。 現在 、 2021 年 である 。	太郎 は 2016 年 に は 購入 して いた 。	neutral	3	年	short	以来（テイタ形）	状態/瞬間	('購入する', {'が': ['太郎']}, '状態/瞬間')
102	2018 年 以来 、 山田 さん は 英検 を 受験 して いる 。 現在 、 2019 年 である 。	山田 さん は 2014 年 に は 英検 を 受験 して いた 。	neutral	3	年	short	以来（テイタ形）	状態/瞬間	('受験する', {'が': ['山田さん'], 'を': ['英検']}, '状態/瞬間')
103	2005 年 以来 、 生徒 は 引き戻して いる 。 現在 、 2006 年 である 。	生徒 は 2003 年 に は 引き戻して いた 。	neutral	3	年	short	以来（テイタ形）	状態/瞬間	('引き戻す', {'が': ['生徒', '先生', '校長']}, '状態/瞬間')
104	2018 年 以来 、 子供 は 微 に 見開いて いる 。 現在 、 2019 年 である 。	子供 は 2014 年 に は 微 に 見開いて いた 。	neutral	3	年	short	以来（テイタ形）	状態/瞬間	('見開く', {'が': ['子供'], 'に': ['微']}, '状態/瞬間')
105	2012 年 以来 、 夏 は 旬 を 向かえて いる 。 現在 、 2013 年 である 。	夏 は 2010 年 に は 旬 を 向かえて いた 。	neutral	3	年	short	以来（テイタ形）	状態/瞬間	('向かえる', {'が': ['夏'], 'を': ['旬']}, '状態/瞬間')
106	2004 年 以来 、 彼 は 美味し さ を そそって いる 。 現在 、 2006 年 である 。	彼 は 2003 年 に は 美味し さ を そそって いた 。	neutral	3	年	short	以来（テイタ形）	状態/瞬間	('そそる', {'が': ['彼'], 'を': ['美味しさ']}, '状態/瞬間')
