num	premise	hypothesis	gold_label	template_num	time_format	time_span	category	aspect	cf
41	2001年以来、太郎は犯人を逮捕している。現在、2008年である。	太郎は2004年には犯人を逮捕していた。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('逮捕する', {'が': ['太郎'], 'を': ['犯人']}, '状態/瞬間')
42	2001年以来、子供たちはひまわりを植えている。現在、2020年である。	子供たちは2018年にはひまわりを植えていた。	entailment	3	年	random	以来（テイタ形）	継続主体動作特定時点成立	('植える', {'が': ['子供たち'], 'を': ['ひまわり']}, '継続主体動作特定時点成立')
43	2001年以来、田中は行動を考えている。現在、2019年である。	田中は2013年には行動を考えていた。	entailment	3	年	random	以来（テイタ形）	継続主体動作特定時点成立	('考える', {'が': ['田中'], 'を': ['行動']}, '継続主体動作特定時点成立')
44	2000年以来、父は伴っている。現在、2012年である。	父は2004年には伴っていた。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('伴う', {'が': ['父', '母', '私']}, '状態/瞬間')
45	2004年以来、山田さんはサッカーに堪っている。現在、2013年である。	山田さんは2005年にはサッカーに堪っていた。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('堪る', {'が': ['山田さん'], 'に': ['サッカー']}, '状態/瞬間')
46	2006年以来、彼は不安を煽っている。現在、2016年である。	彼は2014年には不安を煽っていた。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('煽る', {'が': ['彼'], 'を': ['不安']}, '状態/瞬間')
47	2005年以来、料理人は野菜を調理している。現在、2020年である。	料理人は2009年には野菜を調理していた。	entailment	3	年	random	以来（テイタ形）	継続主体動作特定時点成立	('調理する', {'が': ['料理人'], 'を': ['野菜']}, '継続主体動作特定時点成立')
48	2006年以来、花子は頬を滑っている。現在、2011年である。	花子は2009年には頬を滑っていた。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('滑る', {'が': ['花子'], 'を': ['頬']}, '状態/瞬間')
49	2002年以来、私は友達を呼んでいる。現在、2018年である。	私は2015年には友達を呼んでいた。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('呼ぶ', {'が': ['私'], 'を': ['友達']}, '状態/瞬間')
50	2001年以来、山田さんはロケットを打ち上げている。現在、2014年である。	山田さんは2011年にはロケットを打ち上げていた。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('打ち上げる', {'が': ['山田さん'], 'を': ['ロケット']}, '状態/瞬間')
51	2002年以来、子供は手を差し伸べている。現在、2016年である。	子供は2012年には手を差し伸べていた。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('差し伸べる', {'が': ['子供'], 'を': ['手']}, '状態/瞬間')
52	2000年以来、市議会は条例案を否決している。現在、2016年である。	市議会は2015年には条例案を否決していた。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('否決する', {'が': ['市議会'], 'を': ['条例案']}, '状態/瞬間')
53	2000年以来、結太は寝汗を掻いている。現在、2018年である。	結太は2004年には寝汗を掻いていた。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('掻く', {'が': ['結太'], 'を': ['寝汗']}, '状態/瞬間')
54	2004年以来、太郎は気に掛かっている。現在、2014年である。	太郎は2012年には気に掛かっていた。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('掛かる', {'が': ['太郎'], 'に': ['気']}, '状態/瞬間')
55	2004年以来、田中さんは元気を頂いている。現在、2019年である。	田中さんは2016年には元気を頂いていた。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('頂く', {'が': ['田中さん'], 'を': ['元気']}, '状態/瞬間')
56	2002年以来、田中さんは温度を検出している。現在、2007年である。	田中さんは2004年には温度を検出していた。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('検出する', {'が': ['田中さん'], 'を': ['温度']}, '状態/瞬間')
57	2004年以来、太郎は全身を包んでいる。現在、2019年である。	太郎は2018年には全身を包んでいた。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('包む', {'が': ['太郎', '花子'], 'を': ['全身']}, '状態/瞬間')
58	2000年以来、ジョンは映画館に出掛けている。現在、2009年である。	ジョンは2002年には映画館に出掛けていた。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('出掛ける', {'が': ['ジョン'], 'に': ['映画館']}, '状態/瞬間')
59	2003年以来、大人は溜まっている。現在、2015年である。	大人は2005年には溜まっていた。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('溜まる', {'が': ['大人', '老人', '子供']}, '状態/瞬間')
60	2010年以来、尖閣諸島は無人島に上陸している。現在、2019年である。	尖閣諸島は2016年には無人島に上陸していた。	entailment	3	年	random	以来（テイタ形）	状態/瞬間	('上陸する', {'が': ['尖閣諸島'], 'に': ['無人島']}, '状態/瞬間')
61	2012年以来、山田さんは左を向いている。現在、2019年である。	山田さんは2011年には左を向いていた。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('向く', {'が': ['山田さん'], 'を': ['左']}, '状態/瞬間')
62	2012年以来、髪は彼女の視線を揺らしている。現在、2013年である。	髪は2000年には彼女の視線を揺らしていた。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('揺らす', {'が': ['髪'], 'を': ['彼女の視線']}, '状態/瞬間')
63	2015年以来、ロボットは駆動部に出力している。現在、2019年である。	ロボットは2012年には駆動部に出力していた。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('出力する', {'が': ['ロボット'], 'に': ['駆動部']}, '状態/瞬間')
64	2005年以来、彼は背中を伝っている。現在、2006年である。	彼は2002年には背中を伝っていた。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('伝う', {'が': ['彼'], 'を': ['背中']}, '状態/瞬間')
65	2012年以来、彼は声を拾っている。現在、2020年である。	彼は2000年には声を拾っていた。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('拾う', {'が': ['彼'], 'を': ['声']}, '状態/瞬間')
66	2010年以来、友達は週末を迎えている。現在、2014年である。	友達は2000年には週末を迎えていた。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('迎える', {'が': ['友達'], 'を': ['週末']}, '状態/瞬間')
67	2007年以来、彼は事実を報道している。現在、2008年である。	彼は2001年には事実を報道していた。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('報道する', {'が': ['彼'], 'を': ['事実']}, '状態/瞬間')
68	2007年以来、スタッフは移転している。現在、2017年である。	スタッフは2002年には移転していた。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('移転する', {'が': ['スタッフ', '学生', '教師']}, '状態/瞬間')
69	2015年以来、山下は審議会を代表している。現在、2018年である。	山下は2001年には審議会を代表していた。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('代表する', {'が': ['山下'], 'を': ['審議会']}, '状態/瞬間')
70	2011年以来、私はストレスを解消している。現在、2015年である。	私は2005年にはストレスを解消していた。	neutral	3	年	random	以来（テイタ形）	継続主体動作特定時点成立	('解消する', {'が': ['私'], 'を': ['ストレス']}, '継続主体動作特定時点成立')
71	2005年以来、田中さんは営業所を構えている。現在、2018年である。	田中さんは2001年には営業所を構えていた。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('構える', {'が': ['田中さん'], 'を': ['営業所']}, '状態/瞬間')
72	2014年以来、彼女は憎しみを抱いている。現在、2018年である。	彼女は2003年には憎しみを抱いていた。	neutral	3	年	random	以来（テイタ形）	継続主体変化	('抱く', {'が': ['彼女', '私', '彼'], 'を': ['憎しみ']}, '継続主体変化')
73	2009年以来、山田さんは商社に入社している。現在、2015年である。	山田さんは2003年には商社に入社していた。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('入社する', {'が': ['山田さん'], 'に': ['商社']}, '状態/瞬間')
74	2004年以来、私は赤ちゃんの顔を包んでいる。現在、2019年である。	私は2003年には赤ちゃんの顔を包んでいた。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('包む', {'が': ['私'], 'を': ['赤ちゃんの顔']}, '状態/瞬間')
75	2002年以来、先生は元気を皆さんに頂いている。現在、2003年である。	先生は2000年には元気を皆さんに頂いていた。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('頂く', {'が': ['先生'], 'に': ['皆さん'], 'を': ['元気']}, '状態/瞬間')
76	2006年以来、私は仕事を休んでいる。現在、2009年である。	私は2005年には仕事を休んでいた。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('休む', {'が': ['私'], 'を': ['仕事']}, '状態/瞬間')
77	2011年以来、友達は冗談を仰っている。現在、2013年である。	友達は2005年には冗談を仰っていた。	neutral	3	年	random	以来（テイタ形）	継続主体動作特定時点成立	('仰る', {'が': ['友達'], 'を': ['冗談']}, '継続主体動作特定時点成立')
78	2015年以来、太郎は事業を引き継いでいる。現在、2020年である。	太郎は2000年には事業を引き継いでいた。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('引き継ぐ', {'が': ['太郎'], 'を': ['事業']}, '状態/瞬間')
79	2006年以来、私たちは不満を訴えている。現在、2019年である。	私たちは2002年には不満を訴えていた。	neutral	3	年	random	以来（テイタ形）	継続主体動作特定時点成立	('訴える', {'が': ['私たち'], 'を': ['不満']}, '継続主体動作特定時点成立')
80	2016年以来、ミドリはブロックに移っている。現在、2020年である。	ミドリは2011年にはブロックに移っていた。	neutral	3	年	random	以来（テイタ形）	状態/瞬間	('移る', {'が': ['ミドリ'], 'に': ['ブロック']}, '状態/瞬間')
121	2010年4月以来、社長は今後の取り組みを説明している。現在、2015年11月である。	社長は2015年6月には今後の取り組みを説明していた。	entailment	3	年月	random	以来（テイタ形）	状態/瞬間	('説明する', {'が': ['社長'], 'を': ['今後の取り組み']}, '状態/瞬間')
122	2003年7月以来、商店街は地区に構えている。現在、2013年3月である。	商店街は2004年7月には地区に構えていた。	entailment	3	年月	random	以来（テイタ形）	継続主体動作特定時点成立	('構える', {'が': ['商店街'], 'に': ['地区']}, '継続主体動作特定時点成立')
123	2009年6月以来、彼は手順を実行している。現在、2015年1月である。	彼は2010年12月には手順を実行していた。	entailment	3	年月	random	以来（テイタ形）	継続主体動作特定時点成立	('実行する', {'が': ['彼'], 'を': ['手順']}, '継続主体動作特定時点成立')
124	2003年10月以来、政府は国会に臨んでいる。現在、2012年2月である。	政府は2011年7月には国会に臨んでいた。	entailment	3	年月	random	以来（テイタ形）	状態/瞬間	('臨む', {'が': ['政府'], 'に': ['国会']}, '状態/瞬間')
125	2006年5月以来、彼女は映画に出掛けている。現在、2020年7月である。	彼女は2018年1月には映画に出掛けていた。	entailment	3	年月	random	以来（テイタ形）	状態/瞬間	('出掛ける', {'が': ['彼女'], 'に': ['映画']}, '状態/瞬間')
126	2006年6月以来、社長は予算案を提出している。現在、2020年8月である。	社長は2018年9月には予算案を提出していた。	entailment	3	年月	random	以来（テイタ形）	状態/瞬間	('提出する', {'が': ['社長'], 'を': ['予算案']}, '状態/瞬間')
127	2000年7月以来、社長は経営を圧迫している。現在、2009年5月である。	社長は2008年8月には経営を圧迫していた。	entailment	3	年月	random	以来（テイタ形）	継続主体動作特定時点成立	('圧迫する', {'が': ['社長'], 'を': ['経営']}, '継続主体動作特定時点成立')
128	2012年7月以来、太郎は鼻を突いている。現在、2017年9月である。	太郎は2013年2月には鼻を突いていた。	entailment	3	年月	random	以来（テイタ形）	状態/瞬間	('突く', {'が': ['太郎'], 'を': ['鼻']}, '状態/瞬間')
129	2001年8月以来、恒例の運動会は監督を行っている。現在、2016年8月である。	恒例の運動会は2015年8月には監督を行っていた。	entailment	3	年月	random	以来（テイタ形）	状態/瞬間	('行う', {'が': ['恒例の運動会'], 'を': ['監督']}, '状態/瞬間')
130	2005年11月以来、佐藤は西武に入団している。現在、2009年7月である。	佐藤は2006年1月には西武に入団していた。	entailment	3	年月	random	以来（テイタ形）	状態/瞬間	('入団する', {'が': ['佐藤'], 'に': ['西武']}, '状態/瞬間')
131	2002年8月以来、私は花束を差し出している。現在、2008年8月である。	私は2008年6月には花束を差し出していた。	entailment	3	年月	random	以来（テイタ形）	状態/瞬間	('差し出す', {'が': ['私'], 'を': ['花束']}, '状態/瞬間')
132	2000年7月以来、会社は保証を約束している。現在、2017年6月である。	会社は2005年5月には保証を約束していた。	entailment	3	年月	random	以来（テイタ形）	状態/瞬間	('約束する', {'が': ['会社'], 'を': ['保証']}, '状態/瞬間')
133	2006年2月以来、山田は生活の中に存在している。現在、2018年6月である。	山田は2014年2月には生活の中に存在していた。	entailment	3	年月	random	以来（テイタ形）	継続主体動作均質	('存在する', {'が': ['山田', '佐藤', '芸能界'], 'に': ['生活の中']}, '継続主体動作均質')
134	2005年7月以来、彼は頭角を現している。現在、2011年11月である。	彼は2005年8月には頭角を現していた。	entailment	3	年月	random	以来（テイタ形）	継続主体動作特定時点成立	('現す', {'が': ['彼'], 'を': ['頭角']}, '継続主体動作特定時点成立')
135	2014年4月以来、私は将来の目標を語っている。現在、2019年7月である。	私は2018年1月には将来の目標を語っていた。	entailment	3	年月	random	以来（テイタ形）	継続主体動作特定時点成立	('語る', {'が': ['私'], 'を': ['将来の目標']}, '継続主体動作特定時点成立')
136	2001年4月以来、優子は料理に添えている。現在、2012年5月である。	優子は2006年8月には料理に添えていた。	entailment	3	年月	random	以来（テイタ形）	状態/瞬間	('添える', {'が': ['優子'], 'に': ['料理']}, '状態/瞬間')
137	2006年1月以来、子供はテーブルに座っている。現在、2015年10月である。	子供は2007年10月にはテーブルに座っていた。	entailment	3	年月	random	以来（テイタ形）	状態/瞬間	('座る', {'が': ['子供'], 'に': ['テーブル']}, '状態/瞬間')
138	2002年10月以来、田中は収穫を体験している。現在、2007年9月である。	田中は2002年11月には収穫を体験していた。	entailment	3	年月	random	以来（テイタ形）	状態/瞬間	('体験する', {'が': ['田中'], 'を': ['収穫']}, '状態/瞬間')
139	2005年2月以来、松岡修造は表彰台を独占している。現在、2019年7月である。	松岡修造は2010年1月には表彰台を独占していた。	entailment	3	年月	random	以来（テイタ形）	状態/瞬間	('独占する', {'が': ['松岡修造'], 'を': ['表彰台']}, '状態/瞬間')
140	2008年1月以来、田中さんは社長に就任している。現在、2016年10月である。	田中さんは2016年5月には社長に就任していた。	entailment	3	年月	random	以来（テイタ形）	状態/瞬間	('就任する', {'が': ['田中さん'], 'に': ['社長']}, '状態/瞬間')
141	2008年5月以来、庭は明かりで周りを照らしている。現在、2020年4月である。	庭は2001年7月には明かりで周りを照らしていた。	neutral	3	年月	random	以来（テイタ形）	状態/瞬間	('照らす', {'が': ['庭'], 'で': ['明かり'], 'を': ['周り']}, '状態/瞬間')
142	2013年3月以来、助手は仕組みを突き止めている。現在、2013年11月である。	助手は2004年5月には仕組みを突き止めていた。	neutral	3	年月	random	以来（テイタ形）	状態/瞬間	('突き止める', {'が': ['助手'], 'を': ['仕組み']}, '状態/瞬間')
143	2007年5月以来、生徒は修了者に発行している。現在、2007年12月である。	生徒は2006年4月には修了者に発行していた。	neutral	3	年月	random	以来（テイタ形）	状態/瞬間	('発行する', {'が': ['生徒'], 'に': ['修了者']}, '状態/瞬間')
144	2020年2月以来、太陽は陰影を落としている。現在、2020年11月である。	太陽は2015年10月には陰影を落としていた。	neutral	3	年月	random	以来（テイタ形）	状態/瞬間	('落とす', {'が': ['太陽'], 'を': ['陰影']}, '状態/瞬間')
145	2011年4月以来、太郎は大学を卒業している。現在、2017年8月である。	太郎は2007年11月には大学を卒業していた。	neutral	3	年月	random	以来（テイタ形）	状態/瞬間	('卒業する', {'が': ['太郎'], 'を': ['大学']}, '状態/瞬間')
146	2007年1月以来、彼女はカーテンを開けている。現在、2016年3月である。	彼女は2003年11月にはカーテンを開けていた。	neutral	3	年月	random	以来（テイタ形）	状態/瞬間	('開ける', {'が': ['彼女'], 'を': ['カーテン']}, '状態/瞬間')
147	2010年9月以来、スミスさんは住所に発送している。現在、2017年12月である。	スミスさんは2006年4月には住所に発送していた。	neutral	3	年月	random	以来（テイタ形）	状態/瞬間	('発送する', {'が': ['スミスさん'], 'に': ['住所']}, '状態/瞬間')
148	2006年4月以来、探査機はシャトルを打ち上げている。現在、2018年8月である。	探査機は2002年9月にはシャトルを打ち上げていた。	neutral	3	年月	random	以来（テイタ形）	状態/瞬間	('打ち上げる', {'が': ['探査機'], 'を': ['シャトル']}, '状態/瞬間')
149	2012年9月以来、プレイヤーは武器をドロップしている。現在、2017年3月である。	プレイヤーは2009年11月には武器をドロップしていた。	neutral	3	年月	random	以来（テイタ形）	継続主体動作特定時点成立	('ドロップする', {'が': ['プレイヤー'], 'を': ['武器']}, '継続主体動作特定時点成立')
150	2007年2月以来、私は平和を世界に告げている。現在、2009年5月である。	私は2000年9月には平和を世界に告げていた。	neutral	3	年月	random	以来（テイタ形）	状態/瞬間	('告げる', {'が': ['私'], 'に': ['世界'], 'を': ['平和']}, '状態/瞬間')
151	2015年12月以来、猫は挟んでいる。現在、2016年11月である。	猫は2012年2月には挟んでいた。	neutral	3	年月	random	以来（テイタ形）	状態/瞬間	('挟む', {'が': ['猫', '子供', '犬']}, '状態/瞬間')
152	2014年7月以来、私は友人宅を訪れている。現在、2016年10月である。	私は2002年3月には友人宅を訪れていた。	neutral	3	年月	random	以来（テイタ形）	状態/瞬間	('訪れる', {'が': ['私'], 'を': ['友人宅']}, '状態/瞬間')
153	2010年11月以来、表参道はカフェをオープンしている。現在、2012年2月である。	表参道は2005年12月にはカフェをオープンしていた。	neutral	3	年月	random	以来（テイタ形）	状態/瞬間	('オープンする', {'が': ['表参道'], 'を': ['カフェ']}, '状態/瞬間')
154	2014年3月以来、私は重厚感を醸し出している。現在、2019年1月である。	私は2013年7月には重厚感を醸し出していた。	neutral	3	年月	random	以来（テイタ形）	継続主体変化	('醸し出す', {'が': ['私', '彼', '山田さん'], 'を': ['重厚感']}, '継続主体変化')
155	2015年10月以来、彼はナニを意味している。現在、2016年3月である。	彼は2000年7月にはナニを意味していた。	neutral	3	年月	random	以来（テイタ形）	状態/瞬間	('意味する', {'が': ['彼'], 'を': ['ナニ']}, '状態/瞬間')
156	2008年11月以来、田中は優勝を達成している。現在、2009年10月である。	田中は2008年8月には優勝を達成していた。	neutral	3	年月	random	以来（テイタ形）	状態/瞬間	('達成する', {'が': ['田中'], 'を': ['優勝']}, '状態/瞬間')
157	2011年11月以来、太郎は心を抉っている。現在、2012年12月である。	太郎は2005年6月には心を抉っていた。	neutral	3	年月	random	以来（テイタ形）	状態/瞬間	('抉る', {'が': ['太郎'], 'を': ['心']}, '状態/瞬間')
158	2012年6月以来、Aは免疫力を高めている。現在、2019年6月である。	Aは2008年5月には免疫力を高めていた。	neutral	3	年月	random	以来（テイタ形）	継続主体変化	('高める', {'が': ['A', 'B', '山田さん'], 'を': ['免疫力']}, '継続主体変化')
159	2007年1月以来、企業は開業をサポートしている。現在、2009年10月である。	企業は2002年4月には開業をサポートしていた。	neutral	3	年月	random	以来（テイタ形）	状態/瞬間	('サポートする', {'が': ['企業'], 'を': ['開業']}, '状態/瞬間')
160	2009年12月以来、先生は全員顔を揃えている。現在、2018年6月である。	先生は2005年11月には全員顔を揃えていた。	neutral	3	年月	random	以来（テイタ形）	状態/瞬間	('揃える', {'が': ['先生'], 'を': ['全員顔']}, '状態/瞬間')
201	2000年7月18日以来、猫は爪を痛めている。現在、2009年1月13日である。	猫は2003年10月4日には爪を痛めていた。	entailment	3	年月日	random	以来（テイタ形）	状態/瞬間	('痛める', {'が': ['猫'], 'を': ['爪']}, '状態/瞬間')
202	2001年12月31日以来、会社は負債を相続している。現在、2019年2月19日である。	会社は2017年3月10日には負債を相続していた。	entailment	3	年月日	random	以来（テイタ形）	状態/瞬間	('相続する', {'が': ['会社'], 'を': ['負債']}, '状態/瞬間')
203	2004年1月28日以来、彼女は頬を押さえている。現在、2008年4月8日である。	彼女は2005年1月3日には頬を押さえていた。	entailment	3	年月日	random	以来（テイタ形）	状態/瞬間	('押さえる', {'が': ['彼女'], 'を': ['頬']}, '状態/瞬間')
